code,value
ES423,199859.0
ES424,285839.0
ES425,755081.0
ES43,1053345.0
ES431,665155.0
ES432,388190.0
ES5,14799152.0
ES51,8124126.0
ES511,5959941.0
ES512,830429.0
ES513,458226.0
ES514,875530.0
ES52,5425182.0
ES521,2033566.0
ES522,627620.0
ES523,2763996.0
ES53,1249844.0
ES531,175955.0
ES532,971068.0
ES533,102821.0
ES6,10434336.0
ES61,8676713.0
ES611,770554.0
ES612,1261420.0
ES613,773163.0
ES614,945797.0
ES615,538789.0
ES616,618143.0
ES617,1791183.0
ES618,1977664.0
ES62,1586989.0
ES620,1586989.0
ES63,83567.0
ES630,83567.0
ES64,87067.0
ES640,87067.0
ES7,2258866.0
ES70,2258866.0
ES703,11993.0
ES704,129080.0
ES705,875589.0
ES706,22560.0
ES707,86297.0
ES708,166878.0
ES709,966469.0
FI,5635971.0
FI1,5605317.0
FI19,1399457.0
FI196,211261.0
FI198,274112.0
FI199,189929.0
FI19A,178749.0
FI19B,545406.0
FI1B,1782300.0
FI1B1,1782300.0
FI1C,1151434.0
FI1C1,494819.0
FI1C2,169455.0
FI1C5,125083.0
FI1C6,204635.0
FI1C7,157442.0
FI1D,1272126.0
FI1D5,67723.0
FI1D7,176151.0
FI1D8,69639.0
FI1D9,418331.0
FI1DA,129376.0
FI1DB,248815.0
FI1DC,162091.0
FI2,30654.0
FI20,30654.0
FI200,30654.0
FR,68882600.0
FR1,12549288.0
FR10,12549288.0
FR101,2065560.0
FR102,1490900.0
FR103,1504565.0
FR104,1356114.0
FR105,1668275.0
FR106,1731789.0
FR107,1434875.0
FR108,1297210.0
FRB,2588306.0
FRB0,2588306.0
FRB01,296293.0
FRB02,433124.0
FRB03,213862.0
FRB04,622694.0
FRB05,327403.0
FRB06,694930.0
FRC,2796878.0
FRC1,1621320.0
FRC11,541658.0
FRC12,200188.0
FRC13,548844.0
FRC14,330630.0
FRC2,1175558.0
FRC21,546727.0
FRC22,256902.0
FRC23,231818.0
FRC24,140111.0
FRD,3350982.0
FRD1,1486036.0
FRD11,715481.0
FRD12,497928.0
FRD13,272627.0
FRD2,1864946.0
FRD21,603417.0
FRD22,1261529.0
FRE,5974447.0
FRE1,4065757.0
FRE11,2613781.0
FRE12,1451976.0
FRE2,1908690.0
FRE21,518583.0
FRE22,827928.0
FRE23,562179.0
FRF,5550155.0
FRF1,1941726.0
FRF11,1170953.0
FRF12,770773.0
FRF2,1296360.0
FRF21,262992.0
FRF22,308734.0
FRF23,558750.0
FRF24,165884.0
FRF3,2312069.0
FRF31,730103.0
FRF32,178205.0
FRF33,1050255.0
FRF34,353506.0
FRG,3945359.0
FRG0,3945359.0
FRG01,1510599.0
FRG02,840296.0
FRG03,304181.0
FRG04,565403.0
FRG05,724880.0
FRH,3489252.0
FRH0,3489252.0
FRH01,615540.0
FRH02,941086.0
FRH03,1138869.0
FRH04,793757.0
FRI,6210839.0
FRI1,3635159.0
FRI11,420008.0
FRI12,1720562.0
FRI13,442133.0
FRI14,334995.0
FRI15,717461.0
FRI2,729224.0
FRI21,241274.0
FRI22,115156.0
FRI23,372794.0
FRI3,1846456.0
FRI31,352677.0
FRI32,681647.0
FRI33,374840.0
FRI34,437292.0
FRJ,6205575.0
FRJ1,2997570.0
FRJ11,381336.0
FRJ12,781438.0
FRJ13,1253088.0
FRJ14,76409.0
FRJ15,505299.0
FRJ2,3208005.0
FRJ21,156586.0
FRJ22,278691.0
FRJ23,1503240.0
FRJ24,192442.0
FRJ25,177068.0
FRJ26,232066.0
FRJ27,400746.0
FRJ28,267166.0
FRK,8270088.0
FRK1,1368441.0
FRK11,331209.0
FRK12,143843.0
FRK13,229071.0
FRK14,664318.0
FRK2,6901647.0
FRK21,692166.0
FRK22,336759.0
FRK23,527156.0
FRK24,1310648.0
FRK25,776329.0
FRK26,1929521.0
FRK27,452844.0
FRK28,876224.0
FRL,5285125.0
FRL0,5285125.0
FRL01,169563.0
FRL02,145091.0
FRL03,1145510.0
FRL04,2108963.0
FRL05,1139050.0
FRL06,576948.0
